Sexo,Altura,Peso
F,1.64,71.19
F,1.62,60.6
F,1.76,76.08
F,1.54,53.71
F,1.66,65.52
F,1.67,65.74
F,1.55,53.51
F,1.61,62.09
F,1.62,64.17
F,1.69,67.38
F,1.62,64.43
F,1.64,64.79
F,1.59,58.58
F,1.63,61.23
F,1.62,67.42
F,1.53,52.06
F,1.57,56.52
F,1.69,76.5
F,1.62,61.25
F,1.64,64.65
F,1.65,61.02
F,1.64,61.67
F,1.64,69.34
F,1.6,64.37
F,1.65,65.68
F,1.58,66.22
F,1.55,52.27
F,1.6,65.18
F,1.56,53.54
F,1.64,60.5
F,1.7,69.63
F,1.66,63.25
F,1.68,65.26
F,1.6,54.89
F,1.62,56.94
F,1.58,60.33
F,1.56,49.35
F,1.61,59.09
F,1.59,53.27
F,1.58,61.85
F,1.51,51.77
F,1.6,57.16
F,1.63,70.54
F,1.74,74.34
F,1.64,68.13
F,1.61,54.74
F,1.54,53.14
F,1.62,67.75
F,1.66,67.91
F,1.62,64.35
F,1.49,50.64
F,1.52,52.96
F,1.69,73.79
F,1.56,55.66
F,1.57,60.01
F,1.55,44.04
F,1.78,82.61
F,1.57,58.49
F,1.65,63.67
F,1.62,71.62
F,1.51,48.92
F,1.49,48.91
F,1.68,68.86
F,1.61,57.98
F,1.57,60.62
F,1.61,65.2
F,1.67,63.15
F,1.65,62.11
F,1.47,47.38
F,1.58,54.73
F,1.62,60.89
F,1.62,66.36
F,1.56,60.11
F,1.65,63.87
F,1.7,70.2
F,1.73,72.77
F,1.65,69.13
F,1.8,82.59
F,1.75,84.73
F,1.58,58.97
F,1.59,58.62
F,1.7,71.9
F,1.53,55.17
F,1.59,64.37
F,1.75,81.48
F,1.61,58.65
F,1.58,59.87
F,1.62,62.52
F,1.7,72.23
F,1.64,68.83
F,1.52,51.23
F,1.51,50.67
F,1.71,62.83
F,1.56,50.92
F,1.61,61.6
F,1.67,77.5
F,1.75,74.96
F,1.64,65.23
F,1.7,72.98
F,1.56,51.04
F,1.67,73.07
F,1.55,52.03
F,1.56,50.83
F,1.68,70.83
F,1.57,59.9
F,1.62,68.61
F,1.49,47.36
F,1.63,67.67
F,1.71,77.49
F,1.55,63.09
F,1.67,63.67
F,1.55,50.61
F,1.67,60.75
F,1.57,56.93
F,1.63,66.17
F,1.51,54.05
F,1.59,57.07
F,1.56,58.35
F,1.62,62.07
F,1.64,66.5
F,1.56,52.11
F,1.75,79.24
F,1.65,65.43
F,1.58,56.95
F,1.65,66.56
F,1.63,62.37
F,1.55,54.32
F,1.47,43.39
F,1.58,56.12
F,1.64,55.79
F,1.62,53.92
F,1.71,70.53
F,1.61,56.92
F,1.58,65.64
F,1.72,69.59
F,1.72,75.79
F,1.65,67.07
F,1.51,48.24
F,1.68,72.8
F,1.65,71.15
F,1.63,65.14
F,1.66,74.59
F,1.65,58.52
F,1.6,60.63
F,1.64,69.66
F,1.53,52.67
F,1.51,59.4
F,1.6,58.81
F,1.63,70.42
F,1.59,61.73
F,1.66,62.64
F,1.51,56.61
F,1.68,74.81
F,1.53,61.1
F,1.56,55.17
F,1.66,66.25
F,1.6,62.8
F,1.65,65.17
F,1.64,68.11
F,1.71,69.11
F,1.5,53.24
F,1.58,60.12
F,1.56,54.88
F,1.53,50.15
F,1.61,58.93
F,1.66,70.73
F,1.71,68.8
F,1.54,59.53
F,1.54,52.84
F,1.64,62.19
F,1.71,73.38
F,1.68,61.51
F,1.48,47.06
F,1.61,63.43
F,1.71,70.63
F,1.57,46.05
F,1.59,51.06
F,1.57,60.22
F,1.51,48.92
F,1.59,54.64
F,1.64,68.8
F,1.64,65.45
F,1.56,57.6
F,1.65,58.38
F,1.63,63.01
F,1.62,63.97
F,1.64,68.38
F,1.62,66.0
F,1.63,69.41
F,1.63,65.83
F,1.7,70.53
F,1.55,47.56
F,1.67,68.81
F,1.67,73.34
F,1.73,77.49
F,1.57,58.33
F,1.65,61.32
F,1.49,51.05
F,1.56,57.21
F,1.73,73.04
F,1.68,63.33
F,1.69,72.18
F,1.62,64.64
F,1.61,58.64
F,1.7,71.92
F,1.69,73.83
F,1.71,70.25
F,1.62,61.82
F,1.6,55.4
F,1.55,51.3
F,1.57,61.81
F,1.58,55.24
F,1.63,61.67
F,1.62,66.0
F,1.6,60.31
F,1.59,63.26
F,1.79,82.09
F,1.75,74.34
F,1.62,64.73
F,1.65,68.25
F,1.65,66.12
F,1.74,79.78
F,1.64,67.95
F,1.65,65.1
F,1.56,58.79
F,1.69,78.4
F,1.56,57.36
F,1.6,63.23
F,1.46,44.53
F,1.67,64.79
F,1.57,62.18
F,1.63,56.66
F,1.64,61.35
F,1.45,40.56
F,1.57,46.48
F,1.53,51.92
F,1.62,63.31
F,1.71,71.76
F,1.69,73.9
F,1.52,53.4
F,1.54,55.56
F,1.59,56.39
F,1.74,78.59
F,1.73,76.87
F,1.51,53.68
F,1.64,58.17
F,1.59,62.05
F,1.7,73.62
F,1.83,87.33
F,1.62,63.16
F,1.63,61.51
F,1.59,57.1
F,1.68,62.44
F,1.6,67.46
F,1.62,62.33
F,1.62,58.64
F,1.57,49.1
F,1.64,64.1
F,1.56,61.98
F,1.58,66.59
F,1.58,59.93
F,1.54,49.6
F,1.61,63.96
F,1.48,49.96
F,1.55,51.24
F,1.51,46.84
F,1.53,61.95
F,1.68,69.24
F,1.76,76.31
F,1.68,69.4
F,1.58,57.37
F,1.62,60.24
F,1.74,74.04
F,1.59,53.13
F,1.67,66.53
F,1.51,52.27
F,1.59,59.68
F,1.6,61.49
F,1.76,68.63
F,1.59,59.94
F,1.57,46.76
F,1.57,56.64
F,1.61,57.75
F,1.62,60.92
F,1.62,66.03
F,1.71,68.26
F,1.57,45.91
F,1.52,50.48
F,1.64,57.77
F,1.64,65.5
F,1.54,63.16
F,1.68,69.43
F,1.75,78.12
F,1.57,59.39
F,1.56,52.8
F,1.64,63.01
F,1.68,74.3
F,1.68,58.15
F,1.55,59.13
F,1.62,66.43
F,1.59,57.16
F,1.62,57.56
F,1.57,53.8
F,1.6,59.78
F,1.54,54.07
F,1.41,38.83
F,1.65,66.48
F,1.56,56.93
F,1.53,52.36
F,1.56,57.9
F,1.72,71.51
F,1.7,71.49
F,1.66,66.76
F,1.61,62.04
F,1.69,73.75
F,1.65,67.91
F,1.68,66.18
F,1.63,59.66
F,1.69,69.85
F,1.59,59.84
F,1.54,54.71
F,1.59,58.31
F,1.72,70.74
F,1.67,75.64
F,1.58,56.62
F,1.62,66.53
F,1.67,70.49
F,1.57,52.94
F,1.54,51.91
F,1.64,58.41
F,1.67,63.95
F,1.53,46.38
F,1.72,72.21
F,1.68,71.0
F,1.71,77.23
F,1.65,71.13
F,1.57,61.13
F,1.68,70.28
F,1.68,63.42
F,1.64,65.28
F,1.63,62.86
F,1.62,53.01
F,1.67,67.34
F,1.64,60.5
F,1.51,52.7
F,1.79,83.85
F,1.69,70.95
F,1.59,55.7
F,1.56,53.82
F,1.8,87.64
F,1.65,60.05
F,1.6,64.86
F,1.7,72.09
F,1.58,62.31
F,1.53,53.62
F,1.55,46.34
F,1.69,66.94
F,1.62,65.91
F,1.69,69.72
F,1.56,67.31
F,1.76,76.71
F,1.79,88.02
F,1.58,55.11
F,1.59,55.73
F,1.63,63.03
F,1.59,66.91
F,1.64,61.51
F,1.54,59.75
F,1.58,56.46
F,1.54,51.33
F,1.69,69.54
F,1.61,58.34
F,1.67,63.27
F,1.71,71.31
F,1.56,53.21
F,1.67,64.87
F,1.59,54.42
F,1.64,54.92
F,1.74,74.23
F,1.7,75.62
F,1.48,41.74
F,1.71,72.56
F,1.73,81.11
F,1.69,64.79
F,1.58,62.92
F,1.61,55.4
F,1.68,71.59
F,1.54,54.23
F,1.68,67.27
F,1.53,52.64
F,1.61,67.62
F,1.66,65.33
F,1.68,66.83
F,1.58,56.08
F,1.56,59.5
F,1.65,66.58
F,1.59,59.02
F,1.66,58.56
F,1.56,44.6
F,1.62,66.39
F,1.55,46.99
F,1.64,66.91
F,1.64,69.52
F,1.54,50.03
F,1.71,70.13
F,1.58,57.87
F,1.56,58.3
F,1.6,67.13
F,1.68,68.81
F,1.57,60.27
F,1.66,54.96
F,1.61,56.47
F,1.57,49.9
F,1.6,54.37
F,1.57,58.18
F,1.5,44.79
F,1.55,56.66
F,1.54,54.0
F,1.63,64.25
F,1.66,68.43
F,1.54,47.29
F,1.6,63.96
F,1.62,69.72
F,1.59,56.59
F,1.49,53.19
F,1.66,63.45
F,1.58,61.8
F,1.62,64.27
F,1.69,67.95
F,1.6,62.95
F,1.54,54.07
F,1.55,59.15
F,1.46,37.66
F,1.63,63.44
F,1.63,58.34
F,1.68,72.3
F,1.68,68.96
F,1.59,55.62
F,1.61,52.55
F,1.62,56.74
F,1.61,62.17
F,1.64,61.14
F,1.65,67.33
F,1.65,66.07
F,1.53,56.9
F,1.56,58.69
F,1.61,56.45
F,1.57,65.68
F,1.6,62.33
F,1.65,64.57
F,1.59,60.53
F,1.68,66.84
F,1.53,57.47
F,1.65,66.0
F,1.47,52.14
F,1.64,68.91
F,1.67,73.05
F,1.54,47.02
F,1.54,52.22
F,1.54,58.99
F,1.59,65.27
F,1.67,59.48
F,1.64,78.33
F,1.73,76.65
F,1.57,53.15
F,1.62,52.98
F,1.43,41.2
F,1.67,71.11
F,1.58,57.61
F,1.64,65.65
F,1.6,59.59
F,1.51,48.79
F,1.52,58.7
F,1.67,63.28
F,1.7,69.94
F,1.6,63.1
F,1.65,62.77
F,1.59,55.97
F,1.65,66.23
F,1.55,64.55
F,1.65,62.4
F,1.6,63.7
F,1.68,70.12
F,1.65,68.9
F,1.63,63.64
F,1.57,56.24
F,1.61,61.84
F,1.55,46.6
F,1.69,72.75
F,1.5,49.45
F,1.53,56.85
F,1.53,59.94
F,1.64,65.73
F,1.73,75.95
F,1.75,70.74
F,1.74,75.35
F,1.63,63.96
F,1.66,67.84
F,1.72,68.87
F,1.66,61.86
F,1.57,55.14
F,1.6,66.69
F,1.57,60.53
F,1.62,64.05
F,1.62,64.11
F,1.68,65.75
F,1.72,74.11
F,1.67,66.97
F,1.68,73.14
F,1.59,52.07
F,1.63,63.82
F,1.57,57.5
F,1.56,56.78
F,1.56,64.64
F,1.68,70.76
F,1.5,51.35
F,1.68,71.18
F,1.52,50.95
F,1.48,46.41
F,1.59,58.85
F,1.53,49.28
F,1.66,62.36
F,1.62,58.03
F,1.67,72.48
F,1.64,58.04
F,1.6,51.32
F,1.57,53.45
F,1.56,53.89
F,1.68,65.62
F,1.59,53.34
F,1.77,76.11
F,1.66,66.04
F,1.57,66.44
F,1.72,72.99
F,1.52,43.37
F,1.71,69.87
F,1.49,46.47
F,1.65,67.58
F,1.67,76.56
F,1.63,62.41
F,1.63,56.94
F,1.69,71.54
F,1.65,64.14
F,1.58,55.22
F,1.61,75.1
F,1.61,60.88
F,1.59,63.41
F,1.72,69.95
F,1.68,64.21
F,1.55,46.44
F,1.57,56.15
F,1.76,81.18
F,1.54,52.43
F,1.74,78.3
F,1.56,60.04
F,1.56,56.88
F,1.6,58.51
F,1.71,76.33
F,1.55,55.24
F,1.72,79.3
F,1.73,70.15
F,1.68,71.16
F,1.67,75.06
F,1.68,59.36
F,1.56,59.98
F,1.49,51.78
F,1.56,58.21
F,1.57,62.32
F,1.56,56.27
F,1.69,68.65
F,1.58,53.16
F,1.66,61.79
F,1.66,69.31
F,1.7,65.8
F,1.73,78.0
F,1.48,46.86
F,1.63,73.36
F,1.64,67.0
F,1.58,59.23
F,1.63,62.02
F,1.66,63.31
F,1.5,48.74
F,1.63,64.85
F,1.61,68.25
F,1.49,53.4
F,1.62,60.67
F,1.51,49.88
F,1.65,61.58
F,1.59,68.15
F,1.6,63.64
F,1.58,64.71
F,1.71,74.87
F,1.6,58.66
F,1.67,72.12
F,1.59,53.61
F,1.6,56.99
F,1.78,83.55
F,1.59,56.45
F,1.7,67.28
F,1.53,45.62
F,1.66,74.48
F,1.68,56.85
F,1.62,66.5
F,1.58,57.78
F,1.62,59.6
F,1.63,56.22
F,1.71,83.34
F,1.58,54.03
F,1.56,60.31
F,1.59,55.23
F,1.68,78.64
F,1.74,68.58
F,1.6,62.56
F,1.48,48.89
F,1.53,50.38
F,1.56,44.02
F,1.66,70.05
F,1.53,55.24
F,1.57,53.09
F,1.51,51.88
F,1.62,56.61
F,1.59,60.19
F,1.68,73.1
F,1.58,51.46
F,1.76,75.71
F,1.57,55.17
F,1.59,51.41
F,1.69,62.48
F,1.56,51.2
F,1.52,49.46
F,1.64,64.93
F,1.52,51.84
F,1.64,70.31
F,1.7,74.69
F,1.64,63.23
F,1.58,61.97
F,1.49,43.08
F,1.62,66.4
F,1.71,77.02
F,1.62,63.27
F,1.52,44.64
F,1.67,73.36
F,1.63,65.09
F,1.6,60.24
F,1.64,63.53
F,1.62,58.56
F,1.7,81.19
F,1.48,50.0
F,1.62,60.32
F,1.63,64.03
F,1.57,48.71
F,1.61,54.0
F,1.69,70.63
F,1.6,55.0
F,1.56,57.52
F,1.6,59.69
F,1.58,60.68
F,1.62,59.49
F,1.67,72.63
F,1.64,67.85
F,1.55,58.85
F,1.66,70.21
F,1.63,68.93
F,1.54,51.88
F,1.52,55.27
F,1.61,59.73
F,1.69,68.56
F,1.53,58.14
F,1.63,62.84
F,1.6,57.63
F,1.54,56.7
F,1.44,46.25
F,1.76,76.86
F,1.58,62.96
F,1.67,73.72
F,1.57,62.47
F,1.64,68.7
F,1.69,72.43
F,1.73,76.37
F,1.64,59.73
F,1.62,64.15
F,1.71,67.95
F,1.61,58.54
F,1.55,61.21
F,1.7,66.11
F,1.7,68.41
F,1.76,71.87
F,1.58,65.42
F,1.66,66.55
F,1.78,78.94
F,1.62,64.79
F,1.56,46.67
F,1.55,55.17
F,1.7,76.15
F,1.71,63.47
F,1.61,62.49
F,1.5,46.28
F,1.66,62.59
F,1.64,68.51
F,1.62,63.38
F,1.53,55.73
F,1.64,64.55
F,1.69,73.62
F,1.58,60.82
F,1.65,71.17
F,1.52,48.08
F,1.54,50.34
F,1.57,62.21
F,1.68,63.86
F,1.67,68.03
F,1.57,64.78
F,1.56,59.1
F,1.58,60.96
F,1.6,55.14
F,1.62,65.22
F,1.63,59.28
F,1.56,58.4
F,1.51,55.41
F,1.65,68.2
F,1.68,60.22
F,1.64,71.39
F,1.62,58.68
F,1.5,49.53
F,1.6,60.31
F,1.64,64.89
F,1.58,53.98
F,1.7,78.22
F,1.62,66.62
F,1.7,70.86
F,1.66,60.36
F,1.58,62.06
F,1.63,66.18
F,1.71,78.27
F,1.65,59.2
F,1.53,56.4
F,1.57,57.82
F,1.69,73.49
F,1.62,65.63
F,1.67,66.41
F,1.66,69.32
F,1.61,60.71
F,1.66,54.07
F,1.68,63.11
F,1.6,67.0
F,1.65,56.5
F,1.62,67.69
F,1.64,59.15
F,1.59,57.47
F,1.65,57.68
F,1.66,67.1
F,1.55,53.98
F,1.6,62.51
F,1.54,51.09
F,1.63,57.21
F,1.67,72.18
F,1.55,57.38
F,1.71,68.91
F,1.6,68.06
F,1.68,69.05
F,1.6,63.15
F,1.67,68.94
F,1.66,68.0
F,1.66,64.61
F,1.66,70.15
F,1.62,63.82
F,1.58,57.29
F,1.63,65.25
F,1.64,64.52
F,1.63,64.08
F,1.69,67.56
F,1.63,66.17
F,1.65,70.06
F,1.54,47.49
F,1.59,58.08
F,1.61,61.07
F,1.59,60.48
F,1.48,51.33
F,1.63,59.09
F,1.65,70.09
F,1.58,56.54
F,1.7,68.67
F,1.63,69.26
F,1.64,67.55
F,1.58,60.93
F,1.56,58.31
F,1.63,59.96
F,1.61,60.92
F,1.7,71.0
F,1.57,54.58
F,1.62,62.87
F,1.63,62.58
F,1.65,62.43
F,1.48,51.47
F,1.74,82.24
F,1.72,74.91
F,1.64,61.32
F,1.62,67.96
F,1.53,53.77
F,1.57,62.89
F,1.69,76.4
F,1.67,72.99
F,1.55,50.68
F,1.65,63.42
F,1.56,56.71
F,1.69,66.98
F,1.63,74.38
F,1.53,57.53
F,1.55,61.07
F,1.58,50.97
F,1.61,59.24
F,1.63,59.72
F,1.73,75.55
F,1.54,62.08
F,1.62,58.47
F,1.6,56.38
F,1.66,61.24
F,1.61,59.69
F,1.62,62.45
F,1.6,60.3
F,1.55,52.69
F,1.66,59.22
F,1.54,59.47
F,1.63,59.35
F,1.55,52.17
F,1.58,68.52
F,1.66,69.41
F,1.63,66.0
F,1.62,60.35
F,1.69,66.41
F,1.52,44.49
F,1.69,68.59
F,1.64,71.17
F,1.68,65.93
F,1.75,76.38
F,1.66,63.21
F,1.66,54.33
F,1.62,60.37
F,1.62,62.36
F,1.53,44.11
F,1.61,55.14
F,1.6,61.74
F,1.61,55.59
F,1.54,49.76
F,1.56,55.29
F,1.7,59.74
F,1.57,52.13
F,1.58,65.05
F,1.61,62.61
F,1.69,68.5
F,1.6,61.71
F,1.61,62.21
F,1.64,59.74
F,1.67,69.64
F,1.49,44.98
F,1.72,65.73
F,1.69,75.4
F,1.54,55.8
F,1.6,61.22
F,1.54,58.07
F,1.55,64.59
F,1.73,75.6
F,1.63,56.29
F,1.58,60.46
F,1.59,59.18
F,1.64,65.43
F,1.56,59.33
F,1.65,64.5
F,1.55,54.74
F,1.59,58.13
F,1.58,63.11
F,1.48,45.75
F,1.55,50.17
F,1.61,61.18
F,1.71,64.7
F,1.62,61.86
F,1.67,59.7
F,1.61,66.03
F,1.66,60.01
F,1.51,49.09
F,1.66,70.12
F,1.58,66.42
F,1.63,67.28
F,1.59,60.84
F,1.52,45.3
F,1.62,61.95
F,1.64,65.58
F,1.65,68.69
F,1.69,59.98
F,1.62,71.11
F,1.64,75.0
F,1.65,60.47
F,1.55,52.11
F,1.67,72.69
F,1.64,70.24
F,1.57,62.08
F,1.66,71.63
F,1.62,68.72
F,1.64,68.59
F,1.37,29.34
F,1.62,73.31
F,1.62,56.87
F,1.55,54.3
F,1.59,62.83
F,1.7,67.99
F,1.57,66.32
F,1.58,55.07
F,1.69,61.65
F,1.62,62.07
F,1.54,55.07
F,1.64,70.79
F,1.57,58.67
F,1.64,64.89
F,1.67,65.69
F,1.59,67.86
F,1.57,59.21
F,1.57,53.96
F,1.53,48.4
F,1.6,62.91
F,1.6,57.99
F,1.54,54.68
F,1.61,55.54
F,1.59,55.25
F,1.52,42.27
F,1.72,85.67
F,1.45,48.08
F,1.68,65.16
F,1.59,55.89
F,1.61,58.81
F,1.63,68.84
F,1.58,56.37
F,1.61,58.51
F,1.46,50.95
F,1.62,62.59
F,1.57,67.67
F,1.58,53.0
F,1.61,59.1
F,1.57,59.77
F,1.65,67.28
F,1.54,55.06
F,1.69,65.21
F,1.62,60.59
F,1.63,56.77
F,1.61,68.79
F,1.57,59.81
F,1.62,67.7
F,1.63,64.14
F,1.64,64.06
F,1.61,58.14
F,1.7,68.44
F,1.64,65.6
F,1.58,63.93
F,1.79,72.02
F,1.7,76.48
F,1.59,73.03
F,1.64,68.41
F,1.62,69.47
F,1.57,53.12
F,1.57,62.87
F,1.72,67.86
F,1.6,60.1
F,1.67,63.72
F,1.57,54.88
F,1.65,63.71
F,1.54,50.75
F,1.53,46.15
F,1.6,57.44
F,1.55,58.95
F,1.64,59.19
F,1.64,67.56
F,1.54,51.8
F,1.53,45.48
F,1.7,76.23
F,1.53,52.68
F,1.57,61.91
F,1.62,65.35
F,1.68,67.62
F,1.59,55.36
F,1.53,49.56
F,1.54,54.67
F,1.62,59.61
F,1.58,51.47
F,1.59,65.92
F,1.63,67.56
F,1.54,51.5
F,1.56,58.81
F,1.62,55.79
F,1.56,50.77
F,1.64,65.68
F,1.53,55.56
F,1.62,63.69
F,1.53,53.99
F,1.64,67.8
F,1.64,63.91
F,1.58,60.7
F,1.55,59.97
F,1.59,51.21
F,1.5,48.92
F,1.61,56.62
F,1.61,65.56
F,1.58,48.09
F,1.59,64.03
F,1.63,70.87
F,1.66,67.64
F,1.64,67.11
F,1.65,66.11
F,1.64,65.56
F,1.63,68.68
F,1.64,62.63
F,1.73,75.65
F,1.67,65.96
F,1.59,66.31
F,1.59,64.99
F,1.67,67.98
F,1.7,74.46
F,1.58,62.96
F,1.64,62.37
F,1.57,60.84
F,1.58,60.4
F,1.73,66.61
F,1.48,44.71
F,1.67,66.66
F,1.64,61.78
F,1.56,54.66
F,1.63,65.93
F,1.69,71.11
F,1.72,69.52
F,1.61,60.68
F,1.58,49.16
F,1.6,61.21
F,1.52,49.5
F,1.66,68.16
F,1.66,62.48
F,1.54,58.71
F,1.65,60.8
F,1.6,55.84
F,1.67,71.44
F,1.61,62.51
F,1.8,79.85
F,1.6,64.38
F,1.51,57.78
F,1.53,52.7
F,1.59,60.13
F,1.54,52.8
F,1.68,72.76
F,1.72,70.71
F,1.53,54.68
F,1.76,84.0
F,1.62,60.86
F,1.65,65.56
F,1.61,59.78
F,1.6,60.31
F,1.71,68.89
F,1.59,65.24
F,1.73,67.72
F,1.55,56.06
F,1.64,67.63
F,1.7,78.05
F,1.62,59.92
F,1.56,58.12
F,1.53,54.18
F,1.68,69.98
F,1.57,48.2
F,1.6,60.55
F,1.58,64.66
F,1.61,60.35
F,1.67,63.58
F,1.54,57.84
F,1.69,72.1
F,1.61,59.35
F,1.72,77.7
F,1.58,63.43
F,1.66,76.05
F,1.59,66.84
F,1.61,63.59
F,1.62,62.74
F,1.44,38.29
F,1.63,63.28
F,1.56,46.75
F,1.56,50.1
F,1.64,62.31
F,1.6,55.53
F,1.5,56.72
F,1.74,71.63
F,1.72,73.31
F,1.58,57.38
F,1.6,61.58
F,1.6,64.43
F,1.67,64.93
F,1.65,63.3
F,1.6,58.19
F,1.65,64.47
F,1.58,55.8
F,1.64,61.61
F,1.57,55.4
F,1.72,70.01
F,1.57,51.18
F,1.58,51.88
F,1.65,67.67
F,1.65,59.16
F,1.52,51.58
F,1.61,58.56
F,1.61,64.61
F,1.52,51.28
F,1.67,67.83
F,1.58,61.13
F,1.46,44.01
F,1.72,73.57
F,1.57,56.38
F,1.51,50.46
F,1.58,53.37
F,1.53,56.33
F,1.68,71.52
F,1.69,69.89
F,1.66,57.14
F,1.56,52.09
F,1.52,52.4
F,1.66,65.34
F,1.66,60.67
F,1.52,46.89
F,1.62,57.97
F,1.46,48.46
F,1.6,54.42
F,1.54,40.9
F,1.55,47.8
F,1.51,55.4
F,1.62,66.14
F,1.66,67.42
F,1.61,67.84
F,1.62,60.96
F,1.59,63.13
F,1.58,59.13
F,1.66,66.26
F,1.62,67.24
F,1.61,61.79
F,1.59,65.52
F,1.65,62.33
F,1.58,48.86
F,1.69,67.32
F,1.58,65.62
F,1.52,47.36
F,1.68,73.37
F,1.68,66.06
F,1.62,63.86
F,1.53,47.61
F,1.6,55.35
F,1.54,47.56
F,1.6,58.87
F,1.66,55.03
F,1.55,56.7
F,1.59,60.42
F,1.52,52.42
F,1.65,68.51
F,1.78,79.72
F,1.59,61.91
F,1.54,58.51
F,1.54,51.84
F,1.61,59.09
F,1.61,62.23
F,1.58,56.96
F,1.66,74.64
F,1.48,49.9
F,1.71,74.15
F,1.67,69.13
F,1.61,59.16
F,1.68,68.44
F,1.63,66.14
F,1.67,65.11
F,1.59,60.97
F,1.57,57.62
F,1.51,45.04
F,1.66,63.04
F,1.7,74.43
F,1.63,58.82
F,1.65,68.9
F,1.61,76.39
F,1.58,61.89
F,1.62,64.03
F,1.49,43.83
F,1.7,68.45
F,1.45,32.99
F,1.62,57.9
F,1.61,57.31
F,1.51,50.27
F,1.73,71.91
F,1.64,66.53
F,1.6,60.82
F,1.68,72.77
F,1.68,70.24
F,1.49,47.8
F,1.68,74.15
F,1.58,60.68
F,1.76,77.39
F,1.62,58.86
F,1.74,73.32
F,1.66,60.51
F,1.58,55.91
F,1.65,63.19
F,1.56,55.58
F,1.67,60.78
F,1.66,71.59
F,1.52,50.43
F,1.53,56.92
F,1.69,75.49
F,1.51,54.3
F,1.71,73.46
F,1.58,63.25
F,1.5,47.12
F,1.67,72.9
F,1.7,76.57
F,1.6,62.66
F,1.58,61.76
F,1.63,63.32
F,1.58,55.61
F,1.65,71.16
F,1.57,67.09
F,1.62,57.98
F,1.65,63.77
F,1.65,54.81
F,1.6,65.92
F,1.5,56.42
F,1.55,57.36
F,1.6,60.48
F,1.68,62.44
F,1.56,59.61
F,1.65,72.9
F,1.59,61.5
F,1.48,51.65
F,1.62,65.85
F,1.57,59.37
F,1.55,56.44
F,1.64,61.48
F,1.58,57.74
F,1.63,64.2
F,1.69,65.66
F,1.57,65.97
F,1.7,62.43
F,1.66,70.79
F,1.64,71.17
F,1.47,42.09
F,1.64,66.38
F,1.55,57.69
F,1.65,64.7
F,1.48,52.6
F,1.69,74.61
F,1.71,73.01
F,1.49,49.03
F,1.78,91.73
F,1.67,64.85
F,1.6,63.13
F,1.66,73.75
F,1.59,55.33
F,1.61,59.19
F,1.59,64.32
F,1.68,62.87
F,1.67,73.43
F,1.71,81.2
F,1.47,52.45
F,1.54,52.72
F,1.65,69.58
F,1.7,67.59
F,1.57,59.43
F,1.65,62.42
F,1.62,59.67
F,1.58,58.26
F,1.63,61.11
F,1.65,70.85
F,1.7,69.01
F,1.56,61.52
F,1.7,69.74
F,1.6,61.95
F,1.63,65.38
F,1.62,58.66
F,1.58,59.58
F,1.56,53.59
F,1.64,67.44
F,1.69,59.41
F,1.64,64.36
F,1.62,69.95
F,1.54,63.12
F,1.58,58.59
F,1.53,47.56
F,1.52,49.05
F,1.55,50.57
F,1.56,52.45
F,1.58,58.6
F,1.61,66.6
F,1.54,44.85
F,1.6,55.32
F,1.66,70.8
F,1.61,73.5
F,1.62,62.31
F,1.69,72.69
F,1.56,49.64
F,1.51,49.81
F,1.64,57.29
F,1.62,62.95
F,1.72,66.34
F,1.63,70.86
F,1.66,63.1
F,1.74,72.76
F,1.7,73.75
F,1.69,65.14
F,1.67,65.23
F,1.47,43.5
F,1.55,52.26
F,1.69,74.81
F,1.63,56.59
F,1.68,64.84
F,1.51,53.86
F,1.56,46.86
F,1.63,60.3
F,1.56,55.46
F,1.58,64.68
F,1.59,68.74
F,1.6,56.73
F,1.73,75.9
F,1.59,59.48
F,1.71,72.38
F,1.66,67.25
F,1.54,47.48
F,1.65,65.71
F,1.46,41.83
F,1.57,62.73
F,1.72,74.61
F,1.69,65.16
F,1.6,65.3
F,1.72,74.02
F,1.54,58.3
F,1.69,72.59
F,1.65,64.94
F,1.68,71.11
F,1.64,63.99
F,1.55,61.82
F,1.58,56.98
F,1.66,71.42
F,1.57,64.96
F,1.56,62.31
F,1.6,57.89
F,1.7,66.48
F,1.51,58.17
F,1.65,62.8
F,1.57,52.8
F,1.59,56.59
F,1.58,59.14
F,1.62,65.75
F,1.59,62.79
F,1.67,69.6
F,1.73,67.97
F,1.69,68.86
F,1.55,53.87
F,1.68,63.89
F,1.61,65.76
F,1.5,47.02
F,1.68,66.35
F,1.49,46.2
F,1.69,70.71
F,1.69,64.8
F,1.6,59.78
F,1.67,57.19
F,1.58,52.41
F,1.71,76.62
F,1.59,54.43
F,1.72,79.94
F,1.69,62.43
F,1.67,62.45
F,1.66,66.54
F,1.55,61.56
F,1.63,60.0
F,1.63,58.3
F,1.59,62.88
F,1.61,58.52
F,1.65,71.85
F,1.64,68.05
F,1.43,44.33
F,1.44,40.97
F,1.75,71.84
F,1.62,62.75
F,1.61,64.25
F,1.55,51.66
F,1.68,72.13
F,1.51,49.03
F,1.66,65.28
F,1.56,66.11
F,1.51,50.55
F,1.55,51.86
F,1.62,69.51
F,1.65,65.56
F,1.67,50.11
F,1.52,39.47
F,1.74,74.13
F,1.58,65.45
F,1.56,53.23
F,1.64,62.47
F,1.66,63.33
F,1.68,72.48
F,1.57,58.9
F,1.56,52.98
F,1.56,59.65
